::1 - - [07/Oct/2024:04:34:16 +0000] "OPTIONS /api/v1/user/login HTTP/1.1" 204 0 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
::1 - - [07/Oct/2024:04:34:16 +0000] "POST /api/v1/user/login HTTP/1.1" 400 1310 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
::1 - - [07/Oct/2024:04:34:30 +0000] "OPTIONS /api/v1/user/login HTTP/1.1" 204 0 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
::1 - - [07/Oct/2024:04:34:30 +0000] "POST /api/v1/user/login HTTP/1.1" 404 331 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
::1 - - [07/Oct/2024:04:48:12 +0000] "POST /api/v1/bug/create-bug HTTP/1.1" 400 680 "-" "PostmanRuntime/7.42.0"
::1 - - [07/Oct/2024:04:48:27 +0000] "POST /api/v1/user/login HTTP/1.1" 400 1262 "-" "PostmanRuntime/7.42.0"
::1 - - [07/Oct/2024:04:49:00 +0000] "POST /api/v1/user/login HTTP/1.1" 200 556 "-" "PostmanRuntime/7.42.0"
::1 - - [07/Oct/2024:04:51:04 +0000] "OPTIONS /api/v1/user/login HTTP/1.1" 204 0 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
::1 - - [07/Oct/2024:04:51:05 +0000] "POST /api/v1/user/login HTTP/1.1" 200 556 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
::1 - - [07/Oct/2024:05:12:41 +0000] "OPTIONS /api/v1/user/logout HTTP/1.1" 204 0 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
::1 - - [07/Oct/2024:05:12:42 +0000] "GET /api/v1/user/logout HTTP/1.1" 200 597 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
